Région,Département,cp_ville,Gazole_prix,SP95_prix,E85_prix,GPLc_prix,E10_prix,SP98_prix,geom
Normandie,Manche,50270 Barneville-Carteret,1.921,,1.069,,1.899,1.959,"49.38496, -1.75198"
Grand Est,Bas-Rhin,67500 Haguenau,1.916,1.86,,,1.835,1.916,"48.799, 7.78"
Auvergne-Rhône-Alpes,Savoie,73270 Villard-sur-Doron,1.949,1.969,,,,2.059,"45.728, 6.533"
Nouvelle-Aquitaine,Gironde,33210 Preignac,1.914,,0.994,,1.865,1.974,"44.5700702602, -0.299294925695"
Nouvelle-Aquitaine,Charente-Maritime,17700 Surgères,1.879,,0.953,0.86,1.826,1.892,"46.111, -0.739"
Nouvelle-Aquitaine,Deux-Sèvres,79600 Airvault,1.879,,,,1.879,1.949,"46.825, -0.129"
Centre-Val de Loire,Loir-et-Cher,41350 Vineuil,1.929,,,,1.879,,"47.588, 1.376"
Hauts-de-France,Pas-de-Calais,62470 Calonne-Ricouart,1.883,,,,1.945,1.99,"50.493, 2.488"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13560 Sénas,1.957,,,,1.943,2.053,"43.74466, 5.07767"
Bretagne,Finistère,29920 Névez,1.894,,0.998,,1.866,1.949,"47.824069252154, -3.7944494748689"
Auvergne-Rhône-Alpes,Cantal,15000 Aurillac,1.929,1.99,,,1.959,,"44.90916, 2.44627"
Occitanie,Pyrénées-Orientales,66240 Saint-Estève,2.02,2.09,1.1,,,2.11,"42.716, 2.844"
Hauts-de-France,Somme,80550 Le Crotoy,1.988,2.034,,,,2.059,"50.217, 1.625"
Hauts-de-France,Nord,59286 Roost-Warendin,1.947,1.976,,,,1.999,"50.42, 3.108"
Grand Est,Ardennes,8110 Blagny,1.929,1.979,,,,1.989,"49.62, 5.191"
Île-de-France,Seine-et-Marne,77127 Lieusaint,1.943,,,0.888,1.841,1.92,"48.617, 2.548"
Nouvelle-Aquitaine,Creuse,23290 Fursac,2.01,,,,1.93,1.98,"46.15, 1.51"
Provence-Alpes-Côte d'Azur,Alpes-Maritimes,6150 Cannes,1.918,,0.994,,1.882,1.977,"43.550093803971, 6.9580731962168"
Pays de la Loire,Loire-Atlantique,44330 Vallet,1.879,1.899,0.999,0.939,1.858,1.955,"47.158229280939, -1.2747920508980999"
Auvergne-Rhône-Alpes,Drôme,26000 Valence,1.925,,0.994,0.984,1.871,1.977,"44.94034, 4.91049"
Auvergne-Rhône-Alpes,Drôme,26190 Saint-Jean-en-Royans,1.929,1.879,0.999,,,1.919,"45.025, 5.287"
Auvergne-Rhône-Alpes,Rhône,69360 Sérézin-du-Rhône,2.104,,1.424,1.054,2.054,2.154,"45.631, 4.819"
Occitanie,Gard,30170 Saint-Hippolyte-du-Fort,1.905,,1.009,,1.919,1.999,"43.95132, 3.87348"
Centre-Val de Loire,Eure-et-Loir,28170 Maillebois,1.919,1.929,,,,1.969,"48.63119, 1.14832"
Normandie,Orne,61170 Saint-Julien-sur-Sarthe,1.929,1.959,0.999,,1.929,1.999,"48.5035796113, 0.35940894107818"
Bourgogne-Franche-Comté,Doubs,25000 Besançon,1.929,,,,,,"47.23686, 5.98434"
Bourgogne-Franche-Comté,Yonne,89210 Brienon-sur-Armançon,1.965,,,,1.99,1.99,"47.99, 3.606"
Provence-Alpes-Côte d'Azur,Hautes-Alpes,5120 L'Argentière-la-Bessée,1.929,1.999,,,1.949,,"44.7929320359, 6.55974685925"
Bretagne,Ille-et-Vilaine,35200 Saint-Jacques-de-la-Lande,1.905,1.919,,,1.859,1.945,"48.0922, -1.69164"
Pays de la Loire,Vendée,85230 Beauvoir-sur-Mer,1.889,,0.989,,1.863,1.959,"46.91062, -2.04705"
Grand Est,Haute-Marne,52000 Chaumont,1.929,,1.099,1.009,1.877,1.959,"48.117742186578, 5.1406363371483"
Pays de la Loire,Sarthe,72100 Le Mans,1.949,,,0.989,1.909,1.979,"47.985161574039005, 0.18594572421907"
Provence-Alpes-Côte d'Azur,Alpes-Maritimes,6700 Saint-Laurent-du-Var,1.989,,1.199,0.999,1.999,1.999,"43.66566164699999, 7.1930421441300005"
Bretagne,Côtes-d'Armor,22300 Ploulec'h,1.911,,,,1.862,1.941,"48.721, -3.482"
Normandie,Seine-Maritime,76190 Yvetot,1.873,1.882,0.973,0.929,1.826,1.928,"49.612, 0.775"
Île-de-France,Seine-et-Marne,77140 Nemours,2.118,,,,2.117,2.237,"48.264, 2.722"
Nouvelle-Aquitaine,Charente-Maritime,17000 La Rochelle,1.991,,1.085,,1.918,1.964,"46.171, -1.204"
Pays de la Loire,Vendée,85190 Maché,2.059,,,,,2.069,"46.791461, -1.7072729999999998"
Nouvelle-Aquitaine,Pyrénées-Atlantiques,64450 Astis,1.947,,,,1.967,2.017,"43.4436023, -0.3242908"
Occitanie,Tarn-et-Garonne,82210 Saint-Nicolas-de-la-Grave,1.869,1.969,,,,1.999,"44.06415, 1.02228"
Auvergne-Rhône-Alpes,Drôme,26200 Montélimar,1.87,,,,1.879,1.95,"44.555136864167, 4.7374334225823"
Nouvelle-Aquitaine,Vienne,86000 Poitiers,1.92,1.95,0.997,0.959,,1.971,"46.550779137700005, 0.298899823253"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13600 La Ciotat,1.969,,1.159,0.999,1.989,1.999,"43.193, 5.6"
Auvergne-Rhône-Alpes,Isère,38210 Tullins,1.919,1.929,,,1.879,,"45.29804, 5.48762"
Grand Est,Bas-Rhin,67400 Illkirch-Graffenstaden,1.908,,0.965,0.934,1.837,1.895,"48.544, 7.737"
Provence-Alpes-Côte d'Azur,Var,83120 Sainte-Maxime,1.879,,,,1.909,,"43.31, 6.635"
Normandie,Orne,61160 Trun,1.982,1.951,,,,1.974,"48.85412, 0.051550000000002004"
Bretagne,Finistère,29690 Huelgoat,1.93,1.869,,,1.845,,"48.368, -3.749"
Occitanie,Ariège,9100 Pamiers,1.99,,0.994,,1.99,,"43.12, 1.611"
Hauts-de-France,Pas-de-Calais,62320 Rouvroy,1.958,1.94,,,,1.958,"50.393, 2.923"
Occitanie,Tarn,81100 Castres,1.892,1.88,0.998,,1.783,,"43.596, 2.228"
Île-de-France,Hauts-de-Seine,92400 Courbevoie,,,,,,,"48.905, 2.256"
Bretagne,Morbihan,56300 Pontivy,1.924,,0.998,0.969,1.868,1.969,"48.053178995, -2.95900321221"
Occitanie,Gers,32200 Gimont,1.939,,1.199,,1.979,2.079,"43.626, 0.88"
Pays de la Loire,Maine-et-Loire,49100 Angers,1.886,,0.985,,1.838,1.945,"47.481405992726, -0.57363141293442"
Hauts-de-France,Oise,60420 Ferrières,1.927,1.965,,,,,"49.592835751644, 2.5133434965423"
Centre-Val de Loire,Indre-et-Loire,37140 Bourgueil,1.912,1.929,1.009,1.009,1.845,1.969,"47.274, 0.167"
Provence-Alpes-Côte d'Azur,Var,83140 Six-Fours-les-Plages,1.893,1.918,0.999,,1.856,1.939,"43.103, 5.821"
Hauts-de-France,Oise,60740 Saint-Maximin,1.932,,,0.979,1.925,1.999,"49.239, 2.471"
Occitanie,Aveyron,12340 Bozouls,1.99,,,,1.99,1.99,"44.469, 2.729"
Hauts-de-France,Pas-de-Calais,62300 Lens,1.929,,,,1.874,,"50.443434761834, 2.8312583134527"
Pays de la Loire,Sarthe,72230 Arnage,1.899,1.939,0.999,0.918,1.884,1.969,"47.94, 0.184"
Normandie,Manche,50460 Cherbourg-en-Cotentin,1.908,1.873,0.982,0.891,1.831,1.904,"49.66, -1.686"
Occitanie,Lot,46000 Cahors,,,,,,,"44.46066, 1.42288"
Occitanie,Haute-Garonne,31120 Pinsaguel,1.899,,0.998,,1.879,1.969,"43.504, 1.391"
Nouvelle-Aquitaine,Dordogne,24750 Boulazac Isle Manoire,1.906,1.888,0.98,0.975,1.85,1.94,"45.186, 0.775"
Auvergne-Rhône-Alpes,Cantal,15110 Chaudes-Aigues,1.99,1.99,,,,,"44.856, 3.007"
Centre-Val de Loire,Loiret,45800 Saint-Jean-de-Braye,1.899,,,,1.955,2.035,"47.91129, 1.97122"
Pays de la Loire,Maine-et-Loire,49500 Segré-en-Anjou Bleu,1.888,,,,1.857,1.945,"47.68, -0.878"
Île-de-France,Yvelines,78650 Beynes,1.99,,,,1.99,,"48.852, 1.878"
Pays de la Loire,Loire-Atlantique,44700 Orvault,1.88,,,,1.798,1.917,"47.262, -1.588"
Grand Est,Moselle,57140 La Maxe,2.104,,,1.054,2.094,2.204,"49.147, 6.184"
Pays de la Loire,Sarthe,72400 La Ferté-Bernard,2.079,,1.099,0.969,2.049,2.109,"48.175, 0.653"
Nouvelle-Aquitaine,Charente-Maritime,17570 Les Mathes,1.99,1.99,,,,1.99,"45.687, -1.171"
Île-de-France,Val-de-Marne,94220 Charenton-le-Pont,2.049,,1.199,1.21,2.099,2.199,"48.825, 2.408"
Normandie,Eure,27950 Saint-Marcel,1.892,,0.999,,1.824,1.93,"49.10324, 1.45322"
Nouvelle-Aquitaine,Charente-Maritime,17100 Saintes,1.87,,0.997,,1.853,1.937,"45.736, -0.649"
Centre-Val de Loire,Eure-et-Loir,28300 Gasville-Oisème,2.119,,,,2.144,2.264,"48.467, 1.579"
Provence-Alpes-Côte d'Azur,Vaucluse,84140 Avignon,1.893,,,,1.872,1.947,"43.907, 4.89"
Grand Est,Aube,10110 Bar-sur-Seine,1.955,,0.998,,1.885,1.985,"48.11577, 4.38129"
Occitanie,Hérault,34400 Lunel,1.894,,,,1.842,1.947,"43.678753089699995, 4.14329815767"
Normandie,Eure,27620 Gasny,1.889,,,,1.824,1.93,"49.09375, 1.60616"
Occitanie,Haute-Garonne,31250 Revel,1.959,,1.119,,1.989,2.099,"43.4628684168, 2.00552072067"
Bretagne,Morbihan,56230 Questembert,1.99,1.99,,,,,"47.664, -2.452"
Hauts-de-France,Nord,59139 Wattignies,1.919,,,0.957,1.896,1.988,"50.591, 3.052"
Nouvelle-Aquitaine,Dordogne,24590 Salignac-Eyvigues,1.866,,,,1.84,1.903,"44.974, 1.321"
Pays de la Loire,Vendée,85210 Saint-Jean-de-Beugné,1.99,,,,1.967,1.99,"46.5224787, -1.086016"
Grand Est,Aube,10000 Troyes,1.999,,,,1.989,2.049,"48.28855, 4.07571"
Auvergne-Rhône-Alpes,Haute-Loire,43000 Le Puy-en-Velay,1.939,,1.149,,1.973,2.053,"45.03269, 3.88591"
Auvergne-Rhône-Alpes,Ardèche,7300 Tournon-sur-Rhône,,,,,,,"45.073, 4.819"
Bourgogne-Franche-Comté,Côte-d'Or,21320 Éguilly,2.149,,,1.149,2.129,2.249,"47.309, 4.501"
Nouvelle-Aquitaine,Lot-et-Garonne,47000 Agen,1.899,1.929,0.998,1.005,1.852,,"44.181, 0.618"
Grand Est,Bas-Rhin,67860 Boofzheim,1.919,1.909,,,1.869,1.949,"48.329, 7.691"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13090 Aix-en-Provence,1.846,,,0.899,1.84,1.911,"43.53556, 5.4134"
Auvergne-Rhône-Alpes,Cantal,15100 Saint-Flour,1.99,1.99,,,,,"45.03, 3.093"
Provence-Alpes-Côte d'Azur,Var,83230 Le Lavandou,1.959,,1.089,,1.999,2.059,"43.139, 6.353"
Nouvelle-Aquitaine,Haute-Vienne,87190 Magnac-Laval,1.929,1.929,,,1.899,,"46.215, 1.166"
Auvergne-Rhône-Alpes,Ardèche,7430 Davézieux,1.929,,,,1.952,2.019,"45.261, 4.703"
Normandie,Calvados,14370 Argences,1.899,,,0.969,1.824,1.896,"49.1192, -0.17523"
Normandie,Calvados,14420 Potigny,1.981,1.927,,,,1.948,"48.9719687, -0.24749459999999998"
Auvergne-Rhône-Alpes,Loire,42660 Saint-Genest-Malifaux,1.97,1.99,,,,2.05,"45.342869278199004, 4.4207864105866"
Nouvelle-Aquitaine,Dordogne,24460 Agonac,1.96,1.98,,,,,"45.2927692, 0.7516924"
Île-de-France,Essonne,91430 Igny,2.139,,,,2.139,2.259,"48.735, 2.225"
Pays de la Loire,Maine-et-Loire,49250 Beaufort-en-Anjou,1.919,,,,1.859,1.969,"47.440566794541006, -0.19439166957870999"
Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,4320 Entrevaux,1.969,,,,1.969,2.069,"43.949, 6.81"
Occitanie,Tarn,81380 Lescure-d'Albigeois,1.9,,0.97,,1.81,1.905,"43.955, 2.156"
Hauts-de-France,Somme,80136 Rivery,1.88,,0.964,,1.82,1.922,"49.913, 2.338"
Nouvelle-Aquitaine,Dordogne,24100 Bergerac,1.906,1.912,1.001,0.928,1.859,1.956,"44.834924988994004, 0.44823906051395"
Nouvelle-Aquitaine,Haute-Vienne,87000 Limoges,1.99,,0.994,,1.99,1.99,"45.821543588666, 1.2117206692370999"
Nouvelle-Aquitaine,Landes,40500 Saint-Sever,1.959,1.962,,1.019,1.929,,"43.773, -0.567"
Centre-Val de Loire,Cher,18600 Sancoins,1.97,2.01,,,,2.04,"46.833, 2.938"
Hauts-de-France,Somme,80420 Flixecourt,1.925,,,,1.899,1.985,"50.028, 2.067"
Provence-Alpes-Côte d'Azur,Alpes-Maritimes,6200 Nice,1.85,1.826,,0.93,1.765,1.865,"43.73, 7.186"
Auvergne-Rhône-Alpes,Rhône,69380 Les Chères,2.084,,,,2.114,2.224,"45.895, 4.732"
Provence-Alpes-Côte d'Azur,Vaucluse,84210 Pernes-les-Fontaines,1.999,,1.19,,2.025,,"44.005, 5.051"
Bourgogne-Franche-Comté,Doubs,25270 Villers-sous-Chalamont,,2.05,,,,,"46.903250683094, 6.042440154494099"
Pays de la Loire,Maine-et-Loire,49123 Ingrandes-Le Fresne sur Loire,1.909,,0.998,,1.889,1.969,"47.41024334305, -0.93675465665287"
Auvergne-Rhône-Alpes,Haute-Loire,43100 Brioude,1.996,2.106,1.276,,,,"45.3, 3.38"
Grand Est,Aube,10300 La Chapelle-Saint-Luc,1.908,1.871,,0.807,1.844,1.933,"48.305, 4.027"
Pays de la Loire,Sarthe,72500 Montval-sur-Loir,1.894,1.876,1.025,0.965,1.813,1.929,"47.687, 0.433"
Auvergne-Rhône-Alpes,Rhône,69220 Belleville-en-Beaujolais,1.929,1.959,,,1.949,,"46.116, 4.74"
Nouvelle-Aquitaine,Deux-Sèvres,79390 Thénezay,1.959,1.977,,,1.976,1.989,"46.718961169523, -0.025695969169084"
Bourgogne-Franche-Comté,Yonne,89470 Monéteau,1.935,,,0.958,1.949,2.01,"47.843856159352995, 3.5512139523291"
Auvergne-Rhône-Alpes,Ardèche,7400 Le Teil,1.89,,0.998,,1.875,,"44.535469322758, 4.6877142394562"
Normandie,Manche,50540 Isigny-le-Buat,1.96,,,,,1.96,"48.601, -1.202"
Bourgogne-Franche-Comté,Doubs,25490 Dampierre-les-Bois,1.895,,0.998,,1.831,1.913,"47.519, 6.916"
Bourgogne-Franche-Comté,Saône-et-Loire,71380 Saint-Marcel,1.94,1.956,,,,1.987,"46.7775404, 4.8966289000000005"
Île-de-France,Val-d'Oise,95340 Persan,2.159,,,,2.049,2.149,"49.146667120000004, 2.2837288200000003"
Nouvelle-Aquitaine,Landes,40140 Soustons,1.864,,0.981,,1.837,1.927,"43.745, -1.334"
Grand Est,Ardennes,8350 Donchery,1.999,1.999,,,,2.039,"49.698, 4.866"
Normandie,Seine-Maritime,76210 Bolbec,2.151,,,0.987,2.048,2.099,"49.573, 0.468"
Normandie,Calvados,14000 Caen,1.878,1.833,,,1.8,1.947,"49.21, -0.366"
Grand Est,Meurthe-et-Moselle,54120 Deneuvre,1.939,,,,1.935,1.999,"48.442, 6.737"
Hauts-de-France,Pas-de-Calais,62830 Samer,1.883,1.888,0.971,,1.829,,"50.639, 1.759"
Occitanie,Gard,30320 Marguerittes,2.084,,,1.054,2.034,2.134,"43.869, 4.435"
Normandie,Calvados,14640 Auberville,1.99,1.99,,,,,"49.307, -0.027"
Nouvelle-Aquitaine,Dordogne,24440 Beaumontois en Périgord,1.93,1.941,,,,1.969,"44.75319, 0.77283"
Bourgogne-Franche-Comté,Jura,39200 Saint-Claude,1.99,2.09,,,,2.07,"46.38322076, 5.861767489999999"
Bretagne,Finistère,29770 Primelin,1.891,1.895,,,,1.926,"48.026, -4.609"
Auvergne-Rhône-Alpes,Isère,38570 Le Cheylas,1.949,1.959,,,,2.032,"45.386, 5.998"
Occitanie,Aveyron,12300 Decazeville,1.879,1.909,1.109,,1.855,1.95,"44.559131275643, 2.2581246898855003"
Grand Est,Bas-Rhin,67260 Keskastel,1.99,,,1.054,1.99,1.99,"48.97188, 7.06906"
Île-de-France,Essonne,91490 Milly-la-Forêt,1.95,,0.994,,,,"48.4073707208, 2.46799022236"
Normandie,Calvados,14980 Rots,1.959,,,,1.969,2.069,"49.197738667593, -0.46099276629494995"
Occitanie,Gers,32500 Fleurance,1.99,1.99,,,,,"43.85302, 0.66406"
Occitanie,Haute-Garonne,31290 Avignonet-Lauragais,1.99,,1.229,1.054,1.99,1.99,"43.3533206269, 1.8063240480399998"
Nouvelle-Aquitaine,Charente-Maritime,17300 Rochefort,1.969,,,,1.899,1.999,"45.948, -0.976"
Centre-Val de Loire,Loiret,45210 Fontenay-sur-Loing,1.99,,,,1.99,1.99,"48.067, 2.766"
Pays de la Loire,Maine-et-Loire,49260 Montreuil-Bellay,1.919,,,,1.899,1.999,"47.13, -0.153"
Auvergne-Rhône-Alpes,Loire,42370 Saint-Haon-le-Châtel,1.989,2.019,,,,2.049,"46.063, 3.92"
Hauts-de-France,Nord,59134 Le Maisnil,1.939,,1.029,,1.939,1.999,"50.613, 2.883"
Occitanie,Tarn-et-Garonne,82200 Moissac,1.959,,1.019,,1.949,,"44.106, 1.092"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13170 Les Pennes-Mirabeau,1.939,1.997,,,,2.056,"43.412, 5.313"
Île-de-France,Val-de-Marne,94800 Villejuif,1.975,,1.079,,1.939,1.99,"48.79261, 2.36955"
Île-de-France,Essonne,91610 Ballancourt-sur-Essonne,1.955,1.969,,,,1.979,"48.531, 2.388"
Nouvelle-Aquitaine,Gironde,33390 Blaye,1.872,,0.97,,1.838,1.925,"45.127, -0.643"
Île-de-France,Val-d'Oise,95400 Villiers-le-Bel,,,,,,,"49.008, 2.398"
Hauts-de-France,Pas-de-Calais,62610 Ardres,1.876,1.844,,,,1.864,"50.8546872585, 1.97831120111"
Hauts-de-France,Aisne,2120 Guise,1.945,1.94,,,,1.995,"49.90316, 3.62899"
Occitanie,Aveyron,12100 Millau,1.889,1.956,,,,1.998,"44.11354, 3.08262"
Auvergne-Rhône-Alpes,Drôme,26290 Donzère,1.897,,0.998,,1.859,,"44.436, 4.717"
Corse,Haute-Corse,20600 Furiani,1.99,1.99,,,,,"42.658, 9.416"
Hauts-de-France,Nord,59540 Caudry,1.943,1.958,,,,,"50.113, 3.416"
Île-de-France,Hauts-de-Seine,92150 Suresnes,2.109,,,,2.039,2.159,"48.862, 2.216"
Bourgogne-Franche-Comté,Côte-d'Or,21130 Auxonne,1.951,,0.999,,1.91,1.979,"47.18981, 5.38718"
Île-de-France,Hauts-de-Seine,92390 Villeneuve-la-Garenne,2.169,,,,2.139,2.269,"48.935, 2.331"
Grand Est,Marne,51340 Pargny-sur-Saulx,1.99,,,,1.969,1.99,"48.768916720338, 4.844073806546"
Grand Est,Vosges,88000 Épinal,1.955,1.997,,,,2.008,"48.18517, 6.47047"
Auvergne-Rhône-Alpes,Cantal,15250 Saint-Paul-des-Landes,1.999,2.075,,,,2.124,"44.94448371, 2.31132819"
Hauts-de-France,Nord,59115 Leers,1.909,,0.979,,1.859,1.939,"50.68, 3.223"
Occitanie,Aude,11000 Carcassonne,1.89,1.864,,,1.816,1.904,"43.226, 2.328"
Nouvelle-Aquitaine,Lot-et-Garonne,47200 Marmande,1.899,,,,1.879,1.949,"44.508, 0.147"
Occitanie,Gard,30000 Nîmes,1.859,1.869,0.979,0.959,1.829,,"43.837, 4.395"
Pays de la Loire,Vendée,85180 Les Sables-d'Olonne,1.889,1.936,,0.979,1.841,,"46.486721233465, -1.7460232432343"
Grand Est,Moselle,57000 Metz,1.949,1.969,,,,1.989,"49.07468, 6.18439"
Bourgogne-Franche-Comté,Saône-et-Loire,71200 Le Creusot,1.89,,,,1.869,1.949,"46.8032742153, 4.454375231289999"
Occitanie,Gard,30260 Quissac,1.999,2.059,,,,,"43.902, 4.006"
